Date,Oprice,MaxPrice,MinPrice,CPrice
20121009,2281.753,2327.727,2281.753,2320.157
20121010,2314.593,2325.749,2304.608,2324.117
20121011,2315.897,2321.352,2300.934,2302.533
20121012,2311.284,2332.149,2287.009,2304.531
20121015,2306.006,2307.882,2278.457,2294.857
20121016,2293.244,2315.453,2287.59,2298.162
20121017,2307.358,2312.173,2280.818,2300.803
20121018,2307.487,2341.12,2305.883,2336.077
20121019,2335.105,2342.527,2328.733,2332.47
20121022,2320.468,2347.895,2315.895,2341.592
20121023,2340.89,2344.044,2309.252,2312.077
20121024,2303.401,2321.43,2302.169,2307.779
20121025,2306.733,2322.917,2288.601,2291.239
20121026,2291.31,2293.176,2237.059,2247.907
20121029,2241.802,2248.139,2227.646,2235.854
20121030,2236.316,2257.951,2231.776,2239.882
20121031,2241.432,2256.095,2233.684,2254.82
20121101,2256.609,2305.629,2256.412,2297.884
20121102,2297.898,2309.666,2284.719,2306.774
20121105,2302.742,2318.231,2290.135,2301.88
20121106,2301.98,2304.048,2260.507,2292.206
20121107,2288.763,2300.893,2277.02,2287.505
20121108,2269.582,2275.401,2245.4,2245.405
20121109,2241.756,2252.196,2235.231,2240.924
20121112,2242.96,2254.703,2232.742,2251.848
20121113,2250.842,2250.842,2208.723,2212.44
20121114,2213.086,2225.124,2205.996,2223.11
20121115,2210.751,2220.987,2193.516,2193.623
20121116,2189.511,2191.611,2162.976,2177.24
20121119,2175.184,2176.492,2149.538,2174.985
20121120,2180.205,2184.334,2163.527,2164.881
20121121,2165.408,2195.461,2151.38,2194.896
20121122,2181.179,2185.577,2169.657,2177.546
20121123,2184.409,2202.47,2179.727,2192.676
20121126,2187.24,2191.359,2172.1,2175.599
20121127,2168.589,2173.464,2150.222,2150.638
20121128,2142.5,2144.802,2126.03,2129.161
20121129,2128.803,2140.877,2114.477,2115.676
20121130,2114.244,2142.856,2109.963,2139.661
20121203,2136.696,2152.608,2108.149,2108.85
20121204,2104.928,2135.662,2102.135,2131.473
20121205,2128.387,2219.094,2126.793,2207.878
20121206,2205.605,2216.976,2191.227,2203.602
20121207,2203.887,2250.529,2198.107,2246.757
20121210,2254.915,2276.28,2250.437,2271.046
20121211,2263.209,2274.994,2254.299,2258.5
20121212,2257.73,2273.211,2247.953,2267.767
20121213,2260.601,2266.721,2242.557,2242.635
20121214,2245.636,2357.106,2245.636,2355.865
20121217,2359.201,2380.001,2358.664,2366.7
20121218,2361.095,2398.63,2347.077,2368.12
20121219,2362.802,2387.142,2358.033,2371.109
20121220,2361.322,2391.924,2346.55,2384.816
20121221,2386.376,2414.223,2365.032,2372.002
20121224,2368.007,2396.725,2367.038,2381.217
20121225,2373.88,2459.302,2365.41,2448.395
20121226,2445.987,2458.007,2441.642,2457.619
20121227,2464.779,2479.792,2443.681,2444.594
20121228,2448.076,2481.592,2444.381,2480.049
20121231,2485.559,2522.952,2485.559,2522.952
20130104,2551.814,2558.529,2498.892,2524.409
20130107,2518.047,2545.969,2511.603,2535.985
20130108,2534.647,2540.513,2502.49,2525.33
20130109,2518.104,2534.239,2504.299,2526.126
20130110,2525.59,2553.352,2513.729,2530.569
20130111,2533.495,2539.794,2473.696,2483.23
20130114,2474.176,2583.625,2473.998,2577.725
20130115,2579.132,2605.41,2576.919,2595.856
20130116,2591.365,2600.093,2540.521,2577.092
20130117,2570.711,2575.058,2539.674,2552.758
20130118,2568.692,2607.446,2553.451,2595.439
20130121,2605.649,2611.201,2582.652,2610.898
20130122,2610.392,2620.025,2578.181,2596.898
20130123,2588.198,2611.409,2576.362,2607.456
20130124,2606.427,2663.404,2564.206,2582.755
20130125,2580.881,2591.513,2567.107,2571.674
20130128,2577.267,2651.967,2577.267,2651.863
20130129,2655.377,2685.531,2646.154,2675.866
20130130,2678.433,2689.683,2662.062,2688.711
20130131,2690.951,2696.881,2671.33,2686.882
20130201,2677.187,2744.322,2671.274,2743.324
20130204,2753.688,2768.504,2731.08,2748.028
20130205,2727.93,2779.953,2725.362,2771.675
20130206,2771.908,2787.456,2765.743,2775.844
20130207,2771.53,2775.974,2722.874,2759.87
20130208,2755.649,2791.303,2747.946,2771.725
20130218,2784.065,2787.74,2731.506,2737.471
20130219,2735.045,2740.739,2674.339,2685.606
20130220,2686.093,2703.098,2665.231,2702.635
20130221,2675.741,2675.741,2584.758,2610.549
20130222,2607.65,2618.483,2591.146,2596.604
20130225,2607.149,2628.696,2590.787,2604.96
20130226,2587.375,2631.094,2564.672,2567.595
20130227,2576.046,2615.249,2569.38,2594.677
20130228,2611.94,2673.711,2593.997,2673.327
20130301,2671.842,2680.854,2626.995,2668.836
20130304,2619.42,2619.574,2528.694,2545.715
20130305,2547.893,2623.171,2541.766,2622.807
20130306,2634.87,2658.139,2620.431,2650.202
20130307,2639.783,2658.969,2592.867,2619.479
20130308,2622.684,2632.624,2601.961,2606.927
20130311,2600.278,2611.652,2574.172,2592.372
20130312,2590.391,2619.512,2530.251,2555.615
20130313,2551.726,2556.773,2515.058,2527.486
20130314,2517.745,2546.699,2514.463,2534.273
20130315,2533.722,2600.091,2504.458,2539.873
20130318,2526.077,2544.619,2499.828,2502.493
20130319,2507.396,2532.07,2491.854,2525.097
20130320,2526.968,2610.174,2526.83,2610.174
20130321,2611.58,2626.538,2598.509,2614.988
20130322,2612.256,2625.531,2603.344,2618.308
20130325,2628.407,2641.609,2607.613,2613.097
20130326,2601.964,2607.357,2554.974,2575.05
20130327,2575.726,2611.939,2566.345,2583.53
20130328,2535.988,2535.988,2495.083,2499.302
20130329,2502.782,2509.109,2482.488,2495.083
20130401,2486.428,2507.825,2483.732,2493.187
20130402,2495.843,2524.463,2475,2486.391
20130403,2493.877,2507.143,2474.927,2483.547
20130408,2443.24,2473.309,2429.5,2472.299
20130409,2477.29,2505.294,2477.29,2489.43
20130410,2487.984,2495.572,2466.19,2485.309
20130411,2502.5,2508.593,2476.396,2477.876
20130412,2476.322,2489.118,2460.182,2462.112
20130415,2453.967,2461.668,2430.149,2436.818
20130416,2419.508,2461.046,2416.617,2459.592
20130417,2457.881,2465.202,2437.345,2458.473
20130418,2440.707,2478.413,2434.73,2464.851
20130419,2469.951,2542.453,2469.323,2533.827
20130422,2525.113,2539.046,2518.257,2530.67
20130423,2532.201,2532.201,2448.2,2449.471
20130424,2452.781,2511.202,2446.587,2495.579
20130425,2486.857,2505.482,2456.566,2467.875
20130426,2477.724,2488.585,2439.796,2447.306
20130502,2434.603,2453.749,2423.077,2449.639
20130503,2457.543,2521.119,2457.543,2492.912
20130506,2502.978,2533.855,2500.455,2525.983
20130507,2519.364,2539.298,2507.756,2529.938
20130508,2542.266,2562.007,2531.251,2542.798
20130509,2542.374,2543.305,2507.792,2527.794
20130510,2519.517,2546.975,2515.158,2540.836
20130513,2542.412,2547.602,2516.728,2530.768
20130514,2525.998,2526.145,2479.872,2493.338
20130515,2493.968,2507.43,2491.927,2506.925
20130516,2501.117,2553.058,2487.763,2552.709
20130517,2550.452,2598.706,2547.776,2592.048
20130520,2597.151,2627.616,2590.053,2609.607
20130521,2607.393,2617.4,2594.249,2614.853
20130522,2613.411,2630.068,2603.75,2618.034
20130523,2604.93,2624.076,2579.347,2582.849
20130524,2591.419,2608.35,2572.884,2597.228
20130527,2593.522,2611.972,2589.739,2599.587
20130528,2600.632,2644.359,2585.901,2644.359
20130529,2648.927,2661.229,2640.881,2642.561
20130530,2633.955,2647.443,2623.581,2634.323
20130531,2638.71,2645.565,2604.746,2606.426
20130603,2605.969,2625.936,2596.051,2602.623
20130604,2600.499,2600.499,2556.056,2565.666
20130605,2565.329,2570.027,2545.19,2560.539
20130606,2552.817,2557.678,2525.306,2527.845
20130607,2526.913,2538.891,2475.687,2484.16
20130613,2448.717,2448.717,2375.204,2399.937
20130614,2404.423,2420.356,2396.487,2416.771
20130617,2422.762,2427.532,2394.385,2403.839
20130618,2413.088,2424.202,2393.321,2418.745
20130619,2408.28,2408.28,2366.346,2400.765
20130620,2386.104,2386.104,2320.226,2321.466
20130621,2283.151,2332.842,2269.565,2317.394
20130624,2308.069,2308.069,2164.325,2171.21
20130625,2146.053,2169.211,2023.171,2165.421
20130626,2170.326,2181.021,2131.86,2168.297
20130627,2172.848,2200.213,2153.175,2160.735
20130628,2149.03,2227.461,2139.372,2200.639
20130701,2187.092,2213.965,2166.353,2213.317
20130702,2211.803,2226.113,2191.801,2221.984
20130703,2211.044,2211.044,2169.137,2203.828
20130704,2187.181,2245.908,2176.08,2221.979
20130705,2227.35,2252.033,2225.047,2226.849
20130708,2194.423,2205.214,2162.189,2163.619
20130709,2160.699,2174.786,2149.787,2162.669
20130710,2163.098,2224.135,2157.468,2224.065
20130711,2232.157,2351.223,2232.157,2326.688
20130712,2319.023,2331.986,2274.073,2275.373
20130715,2289.762,2336.04,2274.673,2307.297
20130716,2300.83,2317.848,2281.942,2317.848
20130717,2311.443,2326.925,2281.609,2282.836
20130718,2272.947,2282.435,2241.93,2245.328
20130719,2248.133,2257.916,2188.752,2190.478
20130722,2170.089,2203.058,2159.813,2202.189
20130723,2211.587,2276.742,2206.756,2265.845
20130724,2253.376,2265.578,2217.192,2249.151
20130725,2255.223,2268.839,2227.853,2237.683
20130726,2226.429,2238.42,2209.806,2224.008
20130729,2205.083,2205.083,2169.017,2175.97
20130730,2184.007,2221.589,2162.979,2189.388
20130731,2211.75,2235.384,2187.21,2193.021
20130801,2206.004,2245.56,2200.626,2245.364
20130802,2263.495,2274.71,2244.252,2247.263
20130805,2249.976,2278.329,2243.22,2278.329
20130806,2270.672,2302.484,2256.715,2293.641
20130807,2292.379,2313.879,2276.862,2280.623
20130808,2277.253,2297.628,2267.073,2276.782
20130809,2288.51,2301.59,2258.334,2286.01
20130812,2296.22,2352.89,2293.176,2352.794
20130813,2352.883,2360.827,2340.733,2359.068
20130814,2362.619,2386.599,2340.833,2349.08
20130815,2348.839,2362.089,2319.784,2321.576
20130816,2314.261,2423.081,2295.023,2304.144
20130819,2286.203,2340.194,2284.077,2331.43
20130820,2325.862,2353.409,2303.666,2312.465
20130821,2320.584,2321.642,2291.053,2308.589
20130822,2302.668,2329.143,2297.016,2303.932
20130823,2314.866,2321.037,2251.92,2286.929
20130826,2294.759,2336.381,2288.496,2335.616
20130827,2332.8,2345.105,2322.461,2340.881
20130828,2326.096,2345.358,2307.043,2328.056
20130829,2338.564,2342.32,2308.145,2318.311
20130830,2315.913,2334.413,2303.609,2313.91
20130902,2319.957,2329.867,2297.449,2320.344
20130903,2326.231,2354.856,2321.304,2354.502
20130904,2352.537,2360.663,2345.437,2350.699
20130905,2350.927,2351.218,2336.754,2341.735
20130906,2336.767,2361.178,2335.932,2357.782
20130909,2374.26,2449.249,2372.686,2440.609
20130910,2446.454,2475.195,2435.826,2474.894
20130911,2483.791,2504.469,2471.624,2482.889
20130912,2480.468,2527.383,2469.718,2507.455
20130913,2502.54,2515.781,2481.454,2488.902
20130916,2501.077,2503.694,2467.129,2478.39
20130917,2480.81,2481.71,2426.462,2427.322
20130918,2426.04,2439.626,2407.243,2432.51
20130923,2441.516,2473.163,2439.993,2472.288
20130924,2470.715,2470.746,2420.085,2443.885
20130925,2440.835,2455.037,2423.276,2429.03
20130926,2422.631,2422.631,2382.535,2384.443
20130927,2382.218,2402.196,2379.856,2394.971
20130930,2406.205,2415.075,2397.22,2409.037
20131008,2406.415,2446.703,2392.572,2441.811
20131009,2432.94,2453.746,2424.769,2453.583
20131010,2455.64,2455.979,2422.017,2429.317
20131011,2442.364,2471.165,2439.634,2468.508
20131014,2472.267,2483.131,2462.551,2472.542
20131015,2475.324,2479.134,2449.416,2467.517
20131016,2459.077,2459.077,2409.718,2421.371
20131017,2432.645,2440.919,2407.777,2413.33
20131018,2415.118,2435.712,2410.599,2426.054
20131021,2431.915,2472.785,2423.562,2471.322
20131022,2470.255,2470.255,2439.859,2445.891
20131023,2451.556,2474.372,2412.483,2418.491
20131024,2412.235,2422.943,2395.474,2400.511
20131025,2400.517,2413.332,2353.993,2368.559
20131028,2372.571,2377.249,2351.862,2365.954
20131029,2369.216,2408.616,2327.904,2372.053
20131030,2371.853,2407.851,2365.506,2407.471
20131031,2398.395,2398.395,2370.226,2373.718
20131101,2373.962,2395.005,2365.146,2384.96
20131104,2397.21,2404.896,2376.355,2380.454
20131105,2366.884,2385.688,2343.801,2383.769
20131106,2371.324,2383.54,2352.787,2353.568
20131107,2351.871,2356.672,2328.253,2340.552
20131108,2329.084,2342.672,2306.041,2307.945
20131111,2305.94,2325.228,2295.003,2315.889
20131112,2319.362,2342.529,2316.603,2340
20131113,2325.36,2325.563,2287.547,2288.116
20131114,2291.269,2305.696,2279.006,2304.501
20131115,2306.549,2377.211,2306.549,2350.734
20131118,2367.883,2429.566,2361.038,2428.903
20131119,2427.928,2427.928,2405.076,2412.163
20131120,2428.767,2435.427,2406.417,2424.85
20131121,2412.451,2415.383,2382.878,2409.989
20131122,2415.29,2418.999,2393.581,2397.962
20131125,2385.784,2418.853,2380.689,2388.629
20131126,2387.826,2399.022,2380.412,2387.416
20131127,2386.362,2422.806,2383.78,2414.481
20131128,2419.15,2460.556,2417.235,2439.53
20131129,2442.676,2446.395,2432.387,2438.944
20131202,2423.969,2464.863,2397.007,2418.788
20131203,2410.693,2448.333,2406.663,2442.784
20131204,2439.824,2486.64,2434.694,2475.135
20131205,2476.453,2481.747,2460.576,2468.197
20131206,2463.043,2470.813,2445.623,2452.287
20131209,2460.028,2468.948,2445.94,2450.872
20131210,2456.23,2466.66,2444.526,2453.322
20131211,2440.503,2440.503,2400.742,2412.763
20131212,2406.766,2423.309,2402.769,2410.015
20131213,2388.659,2416.26,2386.246,2406.639
20131216,2408.678,2412.734,2367.43,2367.923
20131217,2369.255,2373.286,2351.183,2356.376
20131218,2356.703,2368.583,2350.451,2357.226
20131219,2366.205,2370.991,2331.194,2332.41
20131220,2335.052,2338.875,2278.096,2278.136
20131223,2283.8,2295.765,2259.575,2284.602
20131224,2291.125,2312.832,2270.245,2288.248
20131225,2291.748,2305.609,2281.6,2305.11
20131226,2299.972,2301.493,2263.922,2265.334
20131227,2268.535,2315.182,2264.386,2303.478
20131230,2313.38,2316.621,2295.641,2299.458
20131231,2289.01,2333.074,2287.117,2330.026
20140102,2323.433,2325.991,2310.653,2321.978
20140103,2311.968,2314.836,2280.887,2290.779
20140106,2286.371,2286.371,2229.334,2238.637
20140107,2222.306,2246.791,2218.647,2238.001
20140108,2240.635,2262.584,2228.418,2241.911
20140109,2236.967,2258.894,2220.802,2222.221
20140110,2216.521,2224.494,2200.215,2204.851
20140113,2206.996,2222.072,2183.597,2193.679
20140114,2192.844,2214.124,2179.908,2212.846
20140115,2210.024,2215.903,2193.802,2208.941
20140116,2209.448,2227.262,2201.56,2211.844
20140117,2203.821,2205.972,2175.876,2178.488
20140120,2173.651,2182.463,2156.458,2165.993
20140121,2168.42,2197.923,2168.42,2187.41
20140122,2190.432,2244.133,2187.534,2243.796
20140123,2242.245,2248.924,2228.057,2231.889
20140124,2225.758,2257.355,2222.893,2245.678
20140127,2233.015,2233.231,2211.799,2215.919
20140128,2220.785,2233.257,2205.972,2219.855
20140129,2225.711,2233.057,2219.928,2227.781
20140130,2223.163,2223.163,2200.224,2202.45
20140207,2187.343,2212.498,2177.117,2212.483
20140210,2221.54,2270.194,2221.54,2267.534
20140211,2267.735,2296.516,2262.599,2285.562
20140212,2286.187,2294.317,2276.444,2291.246
20140213,2288.451,2307.474,2278.261,2279.554
20140214,2278.4,2295.852,2274.429,2295.575
20140217,2308.791,2315.579,2293.552,2311.647
20140218,2310.309,2310.309,2276.108,2282.442
20140219,2280.927,2317.42,2274.152,2308.656
20140220,2314.088,2331.698,2286.203,2287.436
20140221,2284.03,2287.869,2250.652,2264.294
20140224,2246.715,2246.715,2194.164,2214.509
20140225,2216.515,2225.209,2150.095,2157.909
20140226,2147.737,2164.698,2137.079,2163.405
20140227,2170.81,2180.063,2150.135,2154.108
20140228,2149.446,2180.474,2133.548,2178.971
20140303,2173.907,2194.224,2167.91,2190.37
20140304,2183.858,2188.601,2161.589,2184.273
20140305,2187.352,2189.093,2159.595,2163.976
20140306,2159.397,2181.427,2136.454,2173.634
20140307,2170.043,2189.39,2161.436,2168.358
20140310,2149.676,2149.676,2095.067,2097.787
20140311,2092.608,2118.79,2088.729,2108.661
20140312,2102.801,2130.586,2090.757,2114.134
20140313,2119.547,2149.436,2115.986,2140.333
20140314,2129.87,2140.384,2109.575,2122.836
20140317,2132.793,2143.196,2118.953,2143.038
20140318,2146.124,2152.462,2134.923,2138.133
20140319,2131.283,2131.283,2101.285,2120.87
20140320,2116.185,2134.792,2086.497,2086.967
20140321,2079.871,2163.225,2077.759,2158.798
20140324,2161.898,2186.731,2150.871,2176.554
20140325,2170.78,2191.491,2164.669,2174.44
20140326,2181.231,2186.078,2165.217,2171.047
20140327,2168.344,2186.893,2146.916,2155.707
20140328,2154.515,2172.668,2144.584,2151.965
20140331,2156.054,2165.254,2134.422,2146.305
20140401,2143.717,2170.095,2141.151,2163.115
20140402,2166.067,2182.683,2164.008,2180.727
20140403,2188.642,2196.138,2160.747,2165.008
20140404,2157.982,2186.154,2155.277,2185.472
20140408,2179.92,2243.97,2178.905,2237.316
20140409,2239.791,2246.793,2228.994,2238.62
20140410,2241.452,2290.742,2229.515,2273.761
20140411,2269.565,2281.105,2261.133,2270.666
20140414,2267.943,2275.83,2255.456,2268.613
20140415,2261.411,2261.474,2225.685,2229.463
20140416,2223.468,2245.315,2221.153,2232.526
20140417,2238.779,2241.622,2221.954,2224.803
20140418,2215.879,2228.77,2203.047,2224.479
20140421,2209.942,2231.707,2186.755,2187.248
20140422,2184.017,2196.849,2165.075,2196.795
20140423,2191.231,2205.594,2187.388,2194.668
20140424,2192.769,2209.454,2186.763,2190.474
20140425,2195.815,2201.712,2167.64,2167.826
20140428,2165.773,2171.385,2132.695,2134.969
20140429,2134.413,2159.379,2131.783,2158.47
20140430,2158.762,2164.175,2153.124,2158.659
20140505,2152.59,2161.703,2131.232,2156.47
20140506,2151.388,2173.618,2150.112,2157.328
20140507,2151.472,2153.723,2136.99,2137.316
20140508,2132.036,2168.206,2128.318,2135.496
20140509,2138.84,2141.559,2120.595,2133.911
20140512,2150.313,2184.332,2139.483,2180.054
20140513,2180.059,2185.046,2167.767,2174.852
20140514,2175.094,2184.221,2168.997,2172.372
20140515,2169.278,2171.453,2142.338,2144.084
20140516,2143.926,2150.5,2132.186,2145.952
20140519,2139.362,2139.362,2105.713,2115.143
20140520,2124.708,2131.567,2110.72,2115.771
20140521,2106.762,2136.1,2096.514,2135.905
20140522,2134.087,2160.909,2128.858,2130.868
20140523,2130.775,2148.583,2128.663,2148.414
20140526,2161.892,2165.421,2147.445,2155.976
20140527,2154.395,2160.027,2145.752,2147.28
20140528,2147.467,2171.172,2142.007,2169.352
20140529,2171.26,2178.092,2154.925,2155.164
20140530,2156.381,2166.907,2146.218,2156.464
20140603,2157.64,2168.995,2149.291,2149.918
20140604,2149.407,2149.452,2117.313,2128.274
20140605,2126.607,2150.93,2123.524,2150.602
20140606,2149.214,2149.783,2123.98,2134.716
20140609,2128.225,2153.903,2126.665,2134.281
20140610,2138.671,2161.526,2132.447,2161.268
20140611,2156.151,2163.61,2152.08,2160.766
20140612,2156.761,2160.988,2148.413,2153.41
20140613,2150.987,2183.645,2150.569,2176.242
20140616,2176.438,2196.343,2174.277,2191.855
20140617,2185.681,2185.681,2168.445,2169.674
20140618,2169.252,2172.549,2158.497,2160.239
20140619,2161.426,2166.407,2119.498,2126.907
20140620,2124.963,2137.034,2120.807,2136.729
20140623,2137.926,2147.227,2132.454,2134.11
20140624,2131.686,2145.213,2130.292,2144.821
20140625,2141.726,2141.726,2126.035,2133.371
20140626,2135.156,2151.114,2134.891,2149.076
20140627,2146.374,2159.526,2138.927,2150.258
20140630,2152.306,2168.221,2152.306,2165.118
20140701,2169.199,2171.15,2157.133,2164.559
20140702,2163.998,2171.51,2155.609,2170.867
20140703,2169.003,2184.964,2164.843,2180.192
20140704,2180.445,2183.798,2174.073,2178.695
20140707,2178.546,2186.202,2171.083,2176.289
20140708,2174.828,2180.778,2163.359,2180.473
20140709,2178.135,2178.51,2148.26,2148.71
20140710,2146.601,2151.774,2139.522,2142.847
20140711,2136.317,2154.735,2134.795,2148.009
20140714,2149.542,2171.902,2145.278,2171.758
20140715,2170.089,2176.272,2165.206,2174.976
20140716,2172.824,2183.248,2166.774,2170.868
20140717,2166.831,2166.932,2147.084,2157.068
20140718,2147.663,2176.325,2145.446,2164.144
20140721,2164.223,2171.94,2158.955,2166.295
20140722,2162.436,2197.592,2162.236,2192.698
20140723,2191.394,2210.282,2190.555,2197.833
20140724,2199.833,2239.815,2199.833,2237.015
20140725,2243.067,2260.89,2239.066,2260.454
20140728,2272.383,2331.472,2272.383,2323.897
20140729,2326.038,2342.77,2316.217,2331.369
20140730,2324.69,2339.038,2316.058,2322.011
20140731,2321.967,2350.551,2316.585,2350.251
20140801,2341.227,2371.5,2328.966,2329.402
20140804,2336.63,2375.62,2332.138,2375.62
20140805,2376.797,2380.774,2353.795,2369.353
20140806,2358.206,2371.667,2334.334,2363.221
20140807,2363.608,2369.204,2326.268,2327.457
20140808,2329.184,2339.27,2319.288,2331.134
20140811,2338.008,2367.004,2337.014,2365.349
20140812,2361.17,2361.17,2344.716,2357.052
20140813,2358.459,2370.513,2335.694,2358.901
20140814,2357.198,2363.18,2334.08,2335.945
20140815,2337.985,2366.902,2333.123,2360.635
20140818,2366.272,2379.804,2361.197,2374.562
20140819,2378.886,2379.474,2358.965,2374.768
20140820,2371.649,2375.475,2360.837,2366.14
20140821,2365.731,2367.46,2333.299,2354.244
20140822,2352.316,2368.457,2350.986,2365.364
20140825,2367.019,2367.606,2338.455,2342.863
20140826,2339.6,2350.391,2317.184,2324.092
20140827,2323.79,2336.737,2322.885,2327.595
20140828,2328.059,2336.363,2309.639,2311.278
20140829,2317.304,2338.774,2313.262,2338.287
20140901,2340.925,2355.552,2338.53,2355.317
20140902,2359.862,2387.655,2349.949,2386.46
20140903,2389.694,2414.26,2389.679,2408.838
20140904,2411.934,2427.297,2404.082,2426.224
20140905,2433.174,2450.634,2427.987,2449.259
20140909,2452.227,2454.893,2437.078,2445.224
20140910,2435.593,2437.081,2422.646,2432.433
20140911,2430.678,2461.473,2417.269,2423.454
20140912,2418.752,2438.358,2412.622,2438.358
20140915,2433.001,2439.254,2418.959,2437.189
20140916,2440.339,2442.924,2386.98,2388.765
20140917,2395.361,2405.371,2379.091,2401.326
20140918,2396.379,2414.946,2389.622,2408.664
20140919,2409.313,2430.149,2402.313,2425.211
20140922,2419.326,2419.326,2374.108,2378.92
20140923,2379.521,2402.482,2379.521,2399.462
20140924,2391.419,2443.978,2387.07,2441.864
20140925,2453.423,2462.668,2429.587,2436.965
20140926,2430.808,2439.649,2420.499,2437.201
20140929,2443.91,2453.665,2435.611,2447.799
20140930,2452.166,2454.885,2444.204,2450.988
20141008,2460.87,2478.383,2445.268,2478.383
20141009,2480.197,2488.113,2461.112,2481.955
20141010,2472.096,2482.136,2457.684,2466.789
20141013,2457.412,2460.389,2430.546,2454.946
20141014,2451.094,2467.904,2436.336,2446.562
20141015,2444.538,2465.498,2431.188,2463.874
20141016,2448.968,2480.3,2441.822,2444.395
20141017,2443.222,2456.105,2410.401,2441.732
20141020,2448.453,2456.621,2441.896,2454.711
20141021,2453.406,2459.255,2432.552,2433.391
20141022,2434.886,2447.467,2417.562,2418.641
20141023,2415.44,2424.662,2392.532,2395.936
20141024,2397.848,2404.993,2385.725,2390.706
20141027,2377.542,2377.542,2361.68,2368.832
20141028,2373.155,2416.766,2373.155,2416.653
20141029,2423.813,2461.268,2415.703,2451.384
20141030,2450.361,2474.376,2443.759,2468.925
20141031,2473.501,2512.189,2466.504,2508.325
20141103,2515.824,2524.172,2502.06,2512.548
20141104,2511.036,2517.46,2498.605,2513.172
20141105,2516.87,2519.399,2499.228,2503.448
20141106,2505.167,2510.985,2482.983,2506.067
20141107,2508.765,2541.549,2489.419,2502.153
20141110,2529.83,2565.73,2514.71,2565.73
20141111,2578.438,2602.373,2532.572,2558.612
20141112,2545.403,2594.318,2539.601,2594.318
20141113,2597.389,2607.519,2567.463,2579.75
20141114,2569.211,2581.932,2557.666,2581.093
20141117,2613.513,2614.086,2565.943,2567.101
20141118,2565.273,2570.211,2534.927,2541.416
20141119,2538.233,2550.5,2531.318,2537.223
20141120,2528.78,2545.473,2522.836,2537.099
20141121,2537.538,2585.362,2530.032,2583.455
20141124,2614.16,2667.671,2602.944,2649.258
20141125,2650.085,2686.063,2643.843,2685.561
20141126,2695.263,2723.36,2690.31,2723.018
20141127,2737.03,2754.49,2718.704,2754.49
20141128,2753.925,2809.543,2740.374,2808.819
20141201,2825.611,2855.332,2808.653,2819.812
20141202,2807.338,2944.506,2804.293,2923.94
20141203,2936.124,3028.225,2912.246,2967.549
20141204,2975.403,3104.89,2968.876,3104.351
20141205,3143.968,3195.798,3011.936,3124.885
20141208,3108.272,3270.881,3075.7,3252.881
20141209,3233.097,3387.827,3074.516,3106.913
20141210,3120.212,3229.047,3058.191,3221.546
20141211,3185.161,3254.424,3158.443,3183.012
20141212,3182.923,3239.447,3167.928,3193.227
20141215,3176.829,3226.221,3143.297,3217.228
20141216,3221.358,3303.402,3207.688,3303.402
20141217,3325.82,3368.194,3275.736,3360.598
20141218,3359.09,3393.711,3322.229,3345.927
20141219,3345.629,3397.183,3280.916,3383.167
20141222,3396.251,3455.207,3357.661,3394.481
20141223,3358.798,3431.779,3316.913,3324.924
20141224,3332.146,3340.357,3188.495,3230.385
20141225,3254.48,3335.779,3226.322,3335.419
20141226,3343.64,3453.338,3335.012,3445.839
20141229,3502.183,3524.28,3405.836,3455.455
20141230,3450.814,3491.826,3422.174,3457.554
20141231,3462.389,3542.34,3452.498,3533.705
20150105,3566.089,3669.042,3551.51,3641.541
20150106,3608.428,3683.226,3587.231,3641.059
20150107,3620.924,3671.19,3601.698,3643.79
20150108,3650.073,3659.945,3552.1,3559.259
20150109,3547.574,3689.753,3536.395,3546.723
20150112,3531.515,3560.527,3461.322,3513.576
20150113,3506.451,3550.158,3494.768,3514.04
20150114,3522.907,3547.242,3471.56,3502.423
20150115,3501.719,3604.121,3482.27,3604.121
20150116,3616.248,3662.158,3601.258,3635.146
20150119,3414.013,3497.252,3330.981,3355.155
20150120,3336.793,3419.204,3325.681,3396.222
20150121,3420.491,3557.794,3409.43,3548.885
20150122,3551.052,3576.756,3520.053,3567.613
20150123,3582.088,3627.806,3548.626,3571.732
20150126,3580.118,3611.617,3559.376,3607.985
20150127,3614.038,3616.258,3510.017,3574.931
20150128,3547.239,3583.312,3512.393,3525.323
20150129,3474.915,3505.582,3453.901,3481.798
20150130,3496.885,3514.217,3431.936,3434.39
20150202,3360.193,3407.256,3347.085,3353.96
20150203,3388.602,3441.709,3360.717,3437.445
20150204,3446.144,3476.817,3399.565,3401.768
20150205,3487.951,3487.951,3366.862,3366.946
20150206,3352.33,3374.051,3285.935,3312.42
20150209,3305.734,3376.526,3298.597,3345.921
20150210,3345.077,3407.18,3339.548,3406.943
20150211,3415.977,3445.655,3412.136,3434.124
20150212,3435.361,3453.582,3405.627,3442.874
20150213,3458.827,3509.505,3452.079,3469.828
20150216,3473.289,3504.475,3466.607,3499.483
20150217,3511.544,3536.82,3511.093,3522.322
20150225,3529.55,3529.55,3463.955,3478.729
20150226,3473.713,3569.33,3456.871,3566.295
20150227,3565.233,3594.813,3560.455,3572.843
20150302,3603.452,3608.691,3566.527,3601.265
20150303,3579.315,3579.315,3504.201,3507.9
20150304,3514.667,3540.912,3497.172,3530.822
20150305,3513.249,3517.083,3467.676,3496.344
